condition_id,category,base_question,bert_multilingual_similarity,n_responses,prompt_language,model,role_assignment,explicitness
1,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.7629009664058686,5,korean,gpt-3.5-turbo,with_role,high
2,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.7649099946022033,5,korean,gpt-3.5-turbo,with_role,high
3,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7386740207672119,5,korean,gpt-3.5-turbo,with_role,high
4,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.7698414862155915,5,korean,gpt-3.5-turbo,with_role,high
5,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.7612037003040314,5,korean,gpt-3.5-turbo,with_role,high
6,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.7457426011562347,5,korean,gpt-3.5-turbo,with_role,high
7,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7639053106307984,5,korean,gpt-3.5-turbo,with_role,high
8,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.7786740183830261,5,korean,gpt-3.5-turbo,with_role,high
9,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.786482709646225,5,korean,gpt-3.5-turbo,with_role,high
10,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.76014723777771,5,korean,gpt-3.5-turbo,with_role,high
11,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7673452377319336,5,korean,gpt-3.5-turbo,with_role,high
12,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.7627421140670776,5,korean,gpt-3.5-turbo,with_role,high
13,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.7783914387226105,5,korean,gpt-3.5-turbo,with_role,high
14,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.7786600828170777,5,korean,gpt-3.5-turbo,with_role,high
15,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.7574059963226318,5,korean,gpt-3.5-turbo,with_role,high
16,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.7732773661613465,5,korean,gpt-3.5-turbo,with_role,high
17,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7608195602893829,5,korean,gpt-3.5-turbo,with_role,high
18,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8094137668609619,5,korean,gpt-3.5-turbo,with_role,high
19,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.72987180352211,5,korean,gpt-3.5-turbo,with_role,high
20,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.7814820826053619,5,korean,gpt-3.5-turbo,with_role,high
21,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.7698527753353119,5,korean,gpt-3.5-turbo,with_role,high
22,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.7873376429080963,5,korean,gpt-3.5-turbo,with_role,low
23,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.7599214971065521,5,korean,gpt-3.5-turbo,with_role,low
24,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7943262994289398,5,korean,gpt-3.5-turbo,with_role,low
25,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.779471629858017,5,korean,gpt-3.5-turbo,with_role,low
26,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.8416832566261292,5,korean,gpt-3.5-turbo,with_role,low
27,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.7828936755657196,5,korean,gpt-3.5-turbo,with_role,low
28,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.786656504869461,5,korean,gpt-3.5-turbo,with_role,low
29,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8347003757953644,5,korean,gpt-3.5-turbo,with_role,low
30,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.7622458279132843,5,korean,gpt-3.5-turbo,with_role,low
31,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.7996537506580352,5,korean,gpt-3.5-turbo,with_role,low
32,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7693009436130523,5,korean,gpt-3.5-turbo,with_role,low
33,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.7878042757511139,5,korean,gpt-3.5-turbo,with_role,low
34,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.8037628829479218,5,korean,gpt-3.5-turbo,with_role,low
35,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.7871183574199676,5,korean,gpt-3.5-turbo,with_role,low
36,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.7803895652294159,5,korean,gpt-3.5-turbo,with_role,low
37,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.795983761548996,5,korean,gpt-3.5-turbo,with_role,low
38,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7837448835372924,5,korean,gpt-3.5-turbo,with_role,low
39,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.7984756588935852,5,korean,gpt-3.5-turbo,with_role,low
40,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.776658034324646,5,korean,gpt-3.5-turbo,with_role,low
41,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8305155277252197,5,korean,gpt-3.5-turbo,with_role,low
42,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8000477254390717,5,korean,gpt-3.5-turbo,with_role,low
43,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.7832451820373535,5,korean,gpt-3.5-turbo,no_role,high
44,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.770903617143631,5,korean,gpt-3.5-turbo,no_role,high
45,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.737450510263443,5,korean,gpt-3.5-turbo,no_role,high
46,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.7999498009681701,5,korean,gpt-3.5-turbo,no_role,high
47,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.7717204809188842,5,korean,gpt-3.5-turbo,no_role,high
48,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.7613421678543091,5,korean,gpt-3.5-turbo,no_role,high
49,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7620720744132996,5,korean,gpt-3.5-turbo,no_role,high
50,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.7696876406669617,5,korean,gpt-3.5-turbo,no_role,high
51,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.7333985388278961,5,korean,gpt-3.5-turbo,no_role,high
52,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.7517729878425599,5,korean,gpt-3.5-turbo,no_role,high
53,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7723751962184906,5,korean,gpt-3.5-turbo,no_role,high
54,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.7498326122760772,5,korean,gpt-3.5-turbo,no_role,high
55,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.7396502315998077,5,korean,gpt-3.5-turbo,no_role,high
56,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.7555652379989624,5,korean,gpt-3.5-turbo,no_role,high
57,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.7505138874053955,5,korean,gpt-3.5-turbo,no_role,high
58,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.7378124892711639,5,korean,gpt-3.5-turbo,no_role,high
59,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7310283780097961,5,korean,gpt-3.5-turbo,no_role,high
60,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.7535399913787841,5,korean,gpt-3.5-turbo,no_role,high
61,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.732332170009613,5,korean,gpt-3.5-turbo,no_role,high
62,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.7996502220630646,5,korean,gpt-3.5-turbo,no_role,high
63,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.7603464961051941,5,korean,gpt-3.5-turbo,no_role,high
64,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.7909030735492706,5,korean,gpt-3.5-turbo,no_role,low
65,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.8020712256431579,5,korean,gpt-3.5-turbo,no_role,low
66,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.8037662446498871,5,korean,gpt-3.5-turbo,no_role,low
67,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.816989642381668,5,korean,gpt-3.5-turbo,no_role,low
68,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.7894336998462677,5,korean,gpt-3.5-turbo,no_role,low
69,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.8307773172855377,5,korean,gpt-3.5-turbo,no_role,low
70,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7834096491336823,5,korean,gpt-3.5-turbo,no_role,low
71,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8088388264179229,5,korean,gpt-3.5-turbo,no_role,low
72,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8087319314479828,5,korean,gpt-3.5-turbo,no_role,low
73,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.7868340671062469,5,korean,gpt-3.5-turbo,no_role,low
74,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.8083367466926574,5,korean,gpt-3.5-turbo,no_role,low
75,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.7774874031543731,5,korean,gpt-3.5-turbo,no_role,low
76,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.7910031259059906,5,korean,gpt-3.5-turbo,no_role,low
77,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8551551818847656,5,korean,gpt-3.5-turbo,no_role,low
78,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.809983491897583,5,korean,gpt-3.5-turbo,no_role,low
79,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8172627985477448,5,korean,gpt-3.5-turbo,no_role,low
80,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7707272946834565,5,korean,gpt-3.5-turbo,no_role,low
81,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8214692413806916,5,korean,gpt-3.5-turbo,no_role,low
82,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.7813669264316558,5,korean,gpt-3.5-turbo,no_role,low
83,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8143088936805725,5,korean,gpt-3.5-turbo,no_role,low
84,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8471640348434448,5,korean,gpt-3.5-turbo,no_role,low
85,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.8282927334308624,5,korean,gpt-4o-mini,with_role,high
86,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.808596920967102,5,korean,gpt-4o-mini,with_role,high
87,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.842317134141922,5,korean,gpt-4o-mini,with_role,high
88,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.7999240219593048,5,korean,gpt-4o-mini,with_role,high
89,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.7993649661540985,5,korean,gpt-4o-mini,with_role,high
90,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.8026946365833283,5,korean,gpt-4o-mini,with_role,high
91,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.8106558859348297,5,korean,gpt-4o-mini,with_role,high
92,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.800692218542099,5,korean,gpt-4o-mini,with_role,high
93,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.7974593698978424,5,korean,gpt-4o-mini,with_role,high
94,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8243368029594421,5,korean,gpt-4o-mini,with_role,high
95,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7835148394107818,5,korean,gpt-4o-mini,with_role,high
96,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.7902483761310577,5,korean,gpt-4o-mini,with_role,high
97,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.8111100435256958,5,korean,gpt-4o-mini,with_role,high
98,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8124142765998841,5,korean,gpt-4o-mini,with_role,high
99,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.7965883016586304,5,korean,gpt-4o-mini,with_role,high
100,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.816297173500061,5,korean,gpt-4o-mini,with_role,high
101,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8104807436466217,5,korean,gpt-4o-mini,with_role,high
102,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.7837777853012085,5,korean,gpt-4o-mini,with_role,high
103,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.7651770770549774,5,korean,gpt-4o-mini,with_role,high
104,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8063734471797943,5,korean,gpt-4o-mini,with_role,high
105,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8026994824409485,5,korean,gpt-4o-mini,with_role,high
106,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.8173961937427521,5,korean,gpt-4o-mini,with_role,low
107,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.8148260831832885,5,korean,gpt-4o-mini,with_role,low
108,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.8412763774394989,5,korean,gpt-4o-mini,with_role,low
109,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.8273205757141113,5,korean,gpt-4o-mini,with_role,low
110,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.8302503108978272,5,korean,gpt-4o-mini,with_role,low
111,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.8314870774745942,5,korean,gpt-4o-mini,with_role,low
112,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.8032852053642273,5,korean,gpt-4o-mini,with_role,low
113,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8046292722225189,5,korean,gpt-4o-mini,with_role,low
114,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8295574247837066,5,korean,gpt-4o-mini,with_role,low
115,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8030539572238922,5,korean,gpt-4o-mini,with_role,low
116,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.8203807890415191,5,korean,gpt-4o-mini,with_role,low
117,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8177842557430267,5,korean,gpt-4o-mini,with_role,low
118,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.8085023164749146,5,korean,gpt-4o-mini,with_role,low
119,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8326263546943664,5,korean,gpt-4o-mini,with_role,low
120,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.8146981358528137,5,korean,gpt-4o-mini,with_role,low
121,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8409708857536315,5,korean,gpt-4o-mini,with_role,low
122,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8131854414939881,5,korean,gpt-4o-mini,with_role,low
123,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.8121431946754456,5,korean,gpt-4o-mini,with_role,low
124,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.819367641210556,5,korean,gpt-4o-mini,with_role,low
125,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8590080440044403,5,korean,gpt-4o-mini,with_role,low
126,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8314088881015778,5,korean,gpt-4o-mini,with_role,low
127,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.8094926536083221,5,korean,gpt-4o-mini,no_role,high
128,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.8003985702991485,5,korean,gpt-4o-mini,no_role,high
129,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7851599276065826,5,korean,gpt-4o-mini,no_role,high
130,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.7813494026660919,5,korean,gpt-4o-mini,no_role,high
131,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.7779744029045105,5,korean,gpt-4o-mini,no_role,high
132,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.7999319851398468,5,korean,gpt-4o-mini,no_role,high
133,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7918729245662689,5,korean,gpt-4o-mini,no_role,high
134,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8056573569774628,5,korean,gpt-4o-mini,no_role,high
135,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.7936460852622986,5,korean,gpt-4o-mini,no_role,high
136,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.796656334400177,5,korean,gpt-4o-mini,no_role,high
137,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.7784511744976044,5,korean,gpt-4o-mini,no_role,high
138,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8000974714756012,5,korean,gpt-4o-mini,no_role,high
139,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.8099859237670899,5,korean,gpt-4o-mini,no_role,high
140,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.815253472328186,5,korean,gpt-4o-mini,no_role,high
141,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.8010995566844941,5,korean,gpt-4o-mini,no_role,high
142,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.7728949368000031,5,korean,gpt-4o-mini,no_role,high
143,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.7916849970817565,5,korean,gpt-4o-mini,no_role,high
144,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.7747437179088592,5,korean,gpt-4o-mini,no_role,high
145,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.7971960544586182,5,korean,gpt-4o-mini,no_role,high
146,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.7748438477516174,5,korean,gpt-4o-mini,no_role,high
147,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.8040564358234406,5,korean,gpt-4o-mini,no_role,high
148,인성,어려움에 처한 친구를 도와야 하는 이유는 무엇인가?,0.7732917726039886,5,korean,gpt-4o-mini,no_role,low
149,인성,정의로운 사회를 만들기 위해 개인이 해야 할 일은 무엇인가?,0.7939973413944245,5,korean,gpt-4o-mini,no_role,low
150,인성,윤리적 딜레마 상황에서 올바른 선택을 하는 기준은 무엇인가?,0.7997784912586212,5,korean,gpt-4o-mini,no_role,low
151,인성,타인과의 갈등 상황에서 화해를 이루는 방법은 무엇인가?,0.8171837985515594,5,korean,gpt-4o-mini,no_role,low
152,인성,자신의 실수를 인정하고 책임지는 것의 중요성은 무엇인가?,0.8102783918380737,5,korean,gpt-4o-mini,no_role,low
153,인성,타인에 대한 배려와 공감이 중요한 이유는 무엇인가?,0.8236788272857666,5,korean,gpt-4o-mini,no_role,low
154,인성,도덕적 용기를 발휘해야 하는 상황과 그 방법은 무엇인가?,0.7918773472309113,5,korean,gpt-4o-mini,no_role,low
155,창의성,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8065158665180207,5,korean,gpt-4o-mini,no_role,low
156,창의성,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8413045883178711,5,korean,gpt-4o-mini,no_role,low
157,창의성,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8331119239330291,5,korean,gpt-4o-mini,no_role,low
158,창의성,기존의 관습을 뛰어넘는 발상을 하는 방법은 무엇인가?,0.8209406137466431,5,korean,gpt-4o-mini,no_role,low
159,창의성,다양한 관점에서 문제를 바라보는 능력을 기르는 방법은 무엇인가?,0.8230707347393036,5,korean,gpt-4o-mini,no_role,low
160,창의성,창의성을 저해하는 요소들을 극복하는 방법은 무엇인가?,0.8325674951076507,5,korean,gpt-4o-mini,no_role,low
161,창의성,협업을 통해 창의적 아이디어를 발전시키는 방법은 무엇인가?,0.8427208483219146,5,korean,gpt-4o-mini,no_role,low
162,논리적추론,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.850721663236618,5,korean,gpt-4o-mini,no_role,low
163,논리적추론,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8268720924854278,5,korean,gpt-4o-mini,no_role,low
164,논리적추론,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8350776791572571,5,korean,gpt-4o-mini,no_role,low
165,논리적추론,다양한 정보를 종합하여 올바른 판단을 내리는 방법은 무엇인가?,0.7962893784046173,5,korean,gpt-4o-mini,no_role,low
166,논리적추론,논리적 오류를 피하고 합리적 사고를 하는 방법은 무엇인가?,0.8222006380558013,5,korean,gpt-4o-mini,no_role,low
167,논리적추론,가설을 설정하고 검증하는 체계적인 방법은 무엇인가?,0.8582442045211792,5,korean,gpt-4o-mini,no_role,low
168,논리적추론,비판적 사고를 통해 정보의 신뢰성을 평가하는 방법은 무엇인가?,0.820549613237381,5,korean,gpt-4o-mini,no_role,low
